SCENE,KEY,SENTENCE,SPEAKER,SHOW,Sarcasm,Sarcasm_Type
1_S11E11_055,1_S11E11_055_c_3,"Come on, you guys have been friends forever. Quit fighting.",-,BBT,,
1_S11E11_055,1_S11E11_055_u,"I have an extra ticket to the opening of The Last Jedi tonight. It was gonna be Howard's, but you can have it.",RAJ,BBT,0,NONE
1_S11E11_077,1_S11E11_077_c_0,"Mm, I'm in. (gasps) Me, too.",-,BBT,,
1_S11E11_077,1_S11E11_077_c_1,It'll be nice to see the parts I missed while I was blinking.,-,BBT,,
1_S11E11_077,1_S11E11_077_c_2,"Hey, guys, there's a change of plans.",-,BBT,,
1_S11E11_077,1_S11E11_077_c_3,We are having a party for Halley's birthday after all.,-,BBT,,
1_S11E11_077,1_S11E11_077_c_4,"Turns out Bernadette and ""anyone who's not a heartless monster""",-,BBT,,
1_S11E11_077,1_S11E11_077_c_5,thinks that's the right thing to do.,-,BBT,,
1_S11E11_077,1_S11E11_077_c_6,"I don't like kids, but I do like birthday cake.",-,BBT,,
1_S11E11_077,1_S11E11_077_c_7,"Oh, wait, will there be sugary icing flowers on it?",-,BBT,,
1_S11E11_077,1_S11E11_077_u,I don't know.,HOWARD,BBT,0,NONE
1_S11E11_098,1_S11E11_098_c_0,Hey.,-,BBT,,
1_S11E11_098,1_S11E11_098_c_1,Hey. What you reading?,-,BBT,,
1_S11E11_098,1_S11E11_098_c_2,"Oh, it's your brother's Christmas letter.",-,BBT,,
1_S11E11_098,1_S11E11_098_c_3,Ugh.,-,BBT,,
1_S11E11_098,1_S11E11_098_c_4,If there's a picture of his wife and his kids,-,BBT,,
1_S11E11_098,1_S11E11_098_c_5,"and his dogs and his horses all in matching pajamas,",-,BBT,,
1_S11E11_098,1_S11E11_098_c_6,I beg you to burn it.,-,BBT,,
1_S11E11_098,1_S11E11_098_u,"Aw, the people's pajamas have little horses on them, and the horses' have little people.",PENNY,BBT,0,NONE
1_S11E11_127,1_S11E11_127_c_0,"Hey, Stuart, you're coming to Halley's party, right?",-,BBT,,
1_S11E11_127,1_S11E11_127_c_1,You bet.,-,BBT,,
1_S11E11_127,1_S11E11_127_c_2,"Plus, I live there and I was invited,",-,BBT,,
1_S11E11_127,1_S11E11_127_c_3,so it's already better than my tenth birthday party.,-,BBT,,
1_S11E11_127,1_S11E11_127_u,Great. Can you bring a few things?,HOWARD,BBT,0,NONE
1_S11E11_182,1_S11E11_182_c_0,Hey. What are you doing?,-,BBT,,
1_S11E11_182,1_S11E11_182_c_1,"Oh, I've decided to write my own Christmas letter.",-,BBT,,
1_S11E11_182,1_S11E11_182_c_2,So I'm gonna make a list,-,BBT,,
1_S11E11_182,1_S11E11_182_c_3,of all the cool things we did this year.,-,BBT,,
1_S11E11_182,1_S11E11_182_u,"Oh, fun. Can I help?",PENNY,BBT,0,NONE
1_S11E11_217,1_S11E11_217_c_0,"Look, I'm sorry about not inviting you",-,BBT,,
1_S11E11_217,1_S11E11_217_c_1,to Halley's birthday. That wasn't cool.,-,BBT,,
1_S11E11_217,1_S11E11_217_c_2,And of course we would love to have you. Here.,-,BBT,,
1_S11E11_217,1_S11E11_217_c_3,Thank you.,-,BBT,,
1_S11E11_217,1_S11E11_217_c_4,I'd really like to be there.,-,BBT,,
1_S11E11_217,1_S11E11_217_u,"Great, 'cause it's tomorrow, and I need you to plan it.",HOWARD,BBT,0,NONE
1_S11E11_301,1_S11E11_301_c_0,Morning.,-,BBT,,
1_S11E11_301,1_S11E11_301_c_1,Morning.,-,BBT,,
1_S11E11_301,1_S11E11_301_c_2,"""Kept Fern alive""? Who's Fern?",-,BBT,,
1_S11E11_301,1_S11E11_301_u,"No, the fern. The one in the bathroom.",LEONARD,BBT,0,NONE
1_S11E11_343,1_S11E11_343_c_0,BERNADETTE: How's the party coming? Good!,-,BBT,,
1_S11E11_343,1_S11E11_343_c_1,Great! Our friends should be here any second!,-,BBT,,
1_S11E11_343,1_S11E11_343_c_2,Those are the only other people you invited?,-,BBT,,
1_S11E11_343,1_S11E11_343_c_3,What about the kids from the Daddy and Me class?,-,BBT,,
1_S11E11_343,1_S11E11_343_u,"Oh, grow up.",HOWARD,BBT,0,NONE
1_S11E11_403,1_S11E11_403_c_0,Hello.,-,BBT,,
1_S11E11_403,1_S11E11_403_c_1,Hi. You made it.,-,BBT,,
1_S11E11_403,1_S11E11_403_c_2,How you two feeling?,-,BBT,,
1_S11E11_403,1_S11E11_403_c_3,"Oh, a little better.",-,BBT,,
1_S11E11_403,1_S11E11_403_c_4,Those books should have been called,-,BBT,,
1_S11E11_403,1_S11E11_403_c_5,Little Outhouse on the Prairie.,-,BBT,,
1_S11E11_403,1_S11E11_403_c_6,BERNADETTE: Halley's awake and ready for her party!,-,BBT,,
1_S11E11_403,1_S11E11_403_c_7,Be right up!,-,BBT,,
1_S11E11_403,1_S11E11_403_u,"Ooh, I want to see the birthday girl.",PENNY,BBT,0,NONE
1_S11E12_038,1_S11E12_038_c_0,"Hey, just-just hold the gate still while I screw it in.",RAJ,BBT,,
1_S11E12_038,1_S11E12_038_c_1,"You know, I don't know how I feel",SHELDON,BBT,,
1_S11E12_038,1_S11E12_038_c_2,about all this baby-proofing.,SHELDON,BBT,,
1_S11E12_038,1_S11E12_038_c_3,"If Halley can't teach herself to walk down the stairs,",SHELDON,BBT,,
1_S11E12_038,1_S11E12_038_c_4,then maybe that's nature's way of saying the Wolowitz line ends here.,SHELDON,BBT,,
1_S11E12_038,1_S11E12_038_u,That's funny. I always thought Howard was nature's way of saying  the Wolowitz line ends here,RAJ,BBT,1,PRO
1_S11E12_237,1_S11E12_237_c_0,"Leonard, quick. I need you to get me",-,BBT,,
1_S11E12_237,1_S11E12_237_c_1,to Arcadia within the hour.,-,BBT,,
1_S11E12_237,1_S11E12_237_c_2,The train store's having a sale.,-,BBT,,
1_S11E12_237,1_S11E12_237_u,Why can't Amy drive you?,LEONARD,BBT,0,NONE
1_S11E12_279,1_S11E12_279_c_0,"Hey, what you doing? Oh.",-,BBT,,
1_S11E12_279,1_S11E12_279_c_1,Sheldon gave me a brain teaser. It's kind of fun.,-,BBT,,
1_S11E12_279,1_S11E12_279_c_2,"It's about a group of people at dinner,",-,BBT,,
1_S11E12_279,1_S11E12_279_c_3,and you have to figure out where they can sit without fighting.,-,BBT,,
1_S11E12_279,1_S11E12_279_c_4,"Oh, yeah, is this the one where Mr. Green",-,BBT,,
1_S11E12_279,1_S11E12_279_c_5,"can't sit next to anyone eating meat,",-,BBT,,
1_S11E12_279,1_S11E12_279_c_6,and Uncle Light Blue,-,BBT,,
1_S11E12_279,1_S11E12_279_c_7,won't sit next to any of the darker colors?,-,BBT,,
1_S11E12_279,1_S11E12_279_u,"Yeah, did Sheldon send it to you?",LEONARD,BBT,0,NONE
1_S11E12_290,1_S11E12_290_c_0,"Did Sheldon and Amy give you guys that puzzle, too?",LEONARD,BBT,,
1_S11E12_290,1_S11E12_290_c_1,Yeah. Is it just me or have they been acting strange?,HOWARD,BBT,,
1_S11E12_290,1_S11E12_290_u,I don't think they're acting.,LEONARD,BBT,1,ILL
1_S11E13_001,1_S11E13_001_c_0,Hey! Look what I got everybody.,RAJ,BBT,,
1_S11E13_001,1_S11E13_001_u,Newspapers? Did you find a portal back to the 1990s?,LEONARD,BBT,1,PRO
1_S11E13_211,1_S11E13_211_c_0,"Oh, hey, in seventh grade,",LEONARD,BBT,,
1_S11E13_211,1_S11E13_211_c_1,I built a cobra wave. You want to do that?,LEONARD,BBT,,
1_S11E13_211,1_S11E13_211_c_2,"Oh, we can come up with a wave speed formula, and see how accurately we can predict the amplitude.",AMY,BBT,,
1_S11E13_211,1_S11E13_211_u,"Wow, I didn't think anything could top last night's spelling bee, but here comes math.",PENNY,BBT,1,EMB
1_S11E13_362,1_S11E13_362_c_0,What is happening?,BERNADETTE,BBT,,
1_S11E13_362,1_S11E13_362_c_1,I was trying not to wake you.,HOWARD,BBT,,
1_S11E13_362,1_S11E13_362_u,Did it work?,BERNADETTE,BBT,1,ILL
1_S11E16_170,1_S11E16_170_c_0,"Ah, come on!",BERNADETTE,BBT,,
1_S11E16_170,1_S11E16_170_c_1,Welcome to the next five to eight weeks of your life.,SHELDON,BBT,,
1_S11E16_170,1_S11E16_170_c_2,"Sheldon, I said I didn't want to play your game.",BERNADETTE,BBT,,
1_S11E16_170,1_S11E16_170_c_3,"Well, then don't think of it as a game.",SHELDON,BBT,,
1_S11E16_170,1_S11E16_170_c_4,Think of it as a source of information about one of the lesser known campaigns of World War II.,SHELDON,BBT,,
1_S11E16_170,1_S11E16_170_u,You're right. That's so much better.,BERNADETTE,BBT,1,ILL
1_S11E18_206,1_S11E18_206_c_0,What would you do if you had a billion dollars?,RAJ,BBT,,
1_S11E18_206,1_S11E18_206_c_1,"Same as Bill Gates,",HOWARD,BBT,,
1_S11E18_206,1_S11E18_206_c_2,"try to make the world a better place,",HOWARD,BBT,,
1_S11E18_206,1_S11E18_206_c_3,but I'd do it in a working Iron Man suit.,HOWARD,BBT,,
1_S11E18_206,1_S11E18_206_u,I didn't know that came in a boys' medium.,RAJ,BBT,1,PRO
1_S11E19_030,1_S11E19_030_c_0,(stammers) What is happening?,SHELDON,BBT,,
1_S11E19_030,1_S11E19_030_c_1,Everybody's supposed to be eating Chinese food.,SHELDON,BBT,,
1_S11E19_030,1_S11E19_030_c_2,"Well, actually, I believe the Chinese",AMY,BBT,,
1_S11E19_030,1_S11E19_030_c_3,may have invented the sandwich.,AMY,BBT,,
1_S11E19_030,1_S11E19_030_c_4,"Their dish ""rou jia mo"" literally means",AMY,BBT,,
1_S11E19_030,1_S11E19_030_c_5,"""meat between bread.""",AMY,BBT,,
1_S11E19_030,1_S11E19_030_c_6,"So, it looks like all of us, including Penny, are eating Chinese food.",AMY,BBT,,
1_S11E19_030,1_S11E19_030_u,"Except for you, Sheldon. You're eating crow.",RAJ,BBT,1,PRO
1_S11E19_143,1_S11E19_143_c_0,"Okay, that ought to do it.",HOWARD,BBT,,
1_S11E19_143,1_S11E19_143_c_1,I've replaced the propeller,HOWARD,BBT,,
1_S11E19_143,1_S11E19_143_c_2,and reattached the gimbal controller unit.,HOWARD,BBT,,
1_S11E19_143,1_S11E19_143_c_3,"Dude, you're like Grey's Anatomy for robots.",RAJ,BBT,,
1_S11E19_143,1_S11E19_143_c_4,"Also, why isn't that a show?",RAJ,BBT,,
1_S11E19_143,1_S11E19_143_c_5,I just need to see if I can re-sync,HOWARD,BBT,,
1_S11E19_143,1_S11E19_143_c_6,the controls to this old remote.,HOWARD,BBT,,
1_S11E19_143,1_S11E19_143_c_7,We should name it.,RAJ,BBT,,
1_S11E19_143,1_S11E19_143_u,The drone or your stupid robot show,HOWARD,BBT,1,PRO
1_S11E20_143,1_S11E20_143_c_0,"Okay, now, I promised Sheldon",AMY,BBT,,
1_S11E20_143,1_S11E20_143_c_1,things weren't gonna get too crazy tonight.,AMY,BBT,,
1_S11E20_143,1_S11E20_143_c_2,Should I be worried?,AMY,BBT,,
1_S11E20_143,1_S11E20_143_u,"Oh, just about who you're marrying.",PENNY,BBT,1,PRO
1_S11E20_332,1_S11E20_332_c_0,"Oh, uh, Sheldon's getting married in a month.",LEONARD,BBT,,
1_S11E20_332,1_S11E20_332_c_1,Oh!,OTHER,BBT,,
1_S11E20_332,1_S11E20_332_c_2,Congratulations.,OTHER,BBT,,
1_S11E20_332,1_S11E20_332_c_3,"Yeah, I'm a married man myself.",OTHER,BBT,,
1_S11E20_332,1_S11E20_332_c_4,"Oh, really? Is she here?",LEONARD,BBT,,
1_S11E20_332,1_S11E20_332_u,And alive?,HOWARD,BBT,1,ILL
1_S11E21_080,1_S11E21_080_c_0,"Penny, do you want to check this out? Yeah, sure.",RAJ,BBT,,
1_S11E21_080,1_S11E21_080_c_1,"All right, just, uh, look through here,",RAJ,BBT,,
1_S11E21_080,1_S11E21_080_c_2,"and if you want to take a picture, just push that button.",RAJ,BBT,,
1_S11E21_080,1_S11E21_080_c_3,Okay.,PENNY,BBT,,
1_S11E21_080,1_S11E21_080_c_4,"Oh, what is that?",PENNY,BBT,,
1_S11E21_080,1_S11E21_080_c_5,(gasps) Is it Mercury? I'm really jonesing for Mercury.,SHELDON,BBT,,
1_S11E21_080,1_S11E21_080_c_6,I think it's a little early for Mercury to be visible yet.,AMY,BBT,,
1_S11E21_080,1_S11E21_080_c_7,Playing hard to get.,SHELDON,BBT,,
1_S11E21_080,1_S11E21_080_c_8,I like that in a planet.,SHELDON,BBT,,
1_S11E21_080,1_S11E21_080_c_9,"No, there's something fuzzy.",PENNY,BBT,,
1_S11E21_080,1_S11E21_080_u,Is it your teen years?,HOWARD,BBT,1,PRO
1_S11E21_201,1_S11E21_201_c_0,We can have date night another night.,BERNADETTE,BBT,,
1_S11E21_201,1_S11E21_201_c_1,But you got all dressed up.,HOWARD,BBT,,
1_S11E21_201,1_S11E21_201_c_2,We were supposed to have dinner and romance.,HOWARD,BBT,,
1_S11E21_201,1_S11E21_201_c_3,We'll just have to divide and conquer.,BERNADETTE,BBT,,
1_S11E21_201,1_S11E21_201_u,"I'll go to dinner, and you can stay home with the Internet and have romance.",BERNADETTE,BBT,1,EMB
1_S11E22_069,1_S11E22_069_c_0,"But while we're on the subject of fashion,",SHELDON,BBT,,
1_S11E22_069,1_S11E22_069_c_1,I'm asking the university for some funding tomorrow.,SHELDON,BBT,,
1_S11E22_069,1_S11E22_069_c_2,What should I wear?,SHELDON,BBT,,
1_S11E22_069,1_S11E22_069_u,"Mm. Well, I've got a push-up bra I can loan you that always gets me free drinks.",PENNY,BBT,1,PRO
1_S11E22_149,1_S11E22_149_c_0,"Yeah, you-you just have to be patient.",LEONARD,BBT,,
1_S11E22_149,1_S11E22_149_c_1,"But what if while I'm being patient, someone more relentless than me badgers their university into giving them money?",SHELDON,BBT,,
1_S11E22_149,1_S11E22_149_u,"If there's someone more relentless than you, I'd like to meet them.",HOWARD,BBT,1,ILL
1_S11E22_205,1_S11E22_205_c_0,"Hello, Leonard. Hi.",SHELDON,BBT,,
1_S11E22_205,1_S11E22_205_c_1,Are you doing anything?,SHELDON,BBT,,
1_S11E22_205,1_S11E22_205_u,No. I'm just sitting here at my desk typing on my computer for nothing.,LEONARD,BBT,1,PRO
1_S11E22_260,1_S11E22_260_c_0,"Hey, Stuart, I'd like to sell some comic books.",SHELDON,BBT,,
1_S11E22_260,1_S11E22_260_c_1,"Oh. Well, I know all about that.",STUART,BBT,,
1_S11E22_260,1_S11E22_260_u,Step one is flunk out of art school.,STUART,BBT,1,PRO
1_S11E23_048,1_S11E23_048_c_0,How many out-of-town guests are there gonna be?,BERNADETTE,BBT,,
1_S11E23_048,1_S11E23_048_c_1,I'm actually not sure.,AMY,BBT,,
1_S11E23_048,1_S11E23_048_c_2,Turns out Sheldon didn't invite his brother.,AMY,BBT,,
1_S11E23_048,1_S11E23_048_c_3,Mm. Now it's starting to sound like a wedding.,PENNY,BBT,,
1_S11E23_048,1_S11E23_048_c_4,And his mom said she won't come if his brother's not there.,AMY,BBT,,
1_S11E23_048,1_S11E23_048_u,"Ooh, now it's starting to sound like a good wedding.",BERNADETTE,BBT,1,PRO
1_S11E24_338,1_S11E24_338_c_0,What are you lunatics doing?!,PENNY,BBT,,
1_S11E24_338,1_S11E24_338_c_1,Sheldon had a breakthrough.,AMY,BBT,,
1_S11E24_338,1_S11E24_338_c_2,"Actually, Amy and I had a breakthrough.",SHELDON,BBT,,
1_S11E24_338,1_S11E24_338_u,"Oh, science? Shocking!",PENNY,BBT,1,ILL
1_S12E01_111,1_S12E01_111_c_0,"Uh, hurry. Raj is on next.",-,BBT,,
1_S12E01_111,1_S12E01_111_c_1,All right. I can't believe they canceled Vampire Diaries,-,BBT,,
1_S12E01_111,1_S12E01_111_c_2,but they'll show this.,-,BBT,,
1_S12E01_111,1_S12E01_111_u,This is the news. And that was a woman torn between two hunky vampires.,LEONARD,BBT,0,NONE
1_S12E01_139,1_S12E01_139_c_0,There. See?,LEONARD,BBT,,
1_S12E01_139,1_S12E01_139_c_1,"Oh, he's in here.",OTHER,BBT,,
1_S12E01_139,1_S12E01_139_c_2,I can smell his Axe body spray.,OTHER,BBT,,
1_S12E01_139,1_S12E01_139_c_3,He wears Axe body spray.,LEONARD,BBT,,
1_S12E01_139,1_S12E01_139_u,You happy? You smell like Amy's dad.,PENNY,BBT,1,PRO
1_S12E01_150,1_S12E01_150_c_0,"Man, that is one hot weather girl.",-,BBT,,
1_S12E01_150,1_S12E01_150_c_1,How come if I say that I get in trouble?,-,BBT,,
1_S12E01_150,1_S12E01_150_u,You want to say it? You can say it.,BERNADETTE,BBT,0,NONE
1_S12E01_248,1_S12E01_248_c_0,"Hey, check out what Neil deGrasse Tyson just tweeted.",RAJ,BBT,,
1_S12E01_248,1_S12E01_248_c_1,"""I've been informed that some random,",RAJ,BBT,,
1_S12E01_248,1_S12E01_248_c_2,attention-seeking nobody,RAJ,BBT,,
1_S12E01_248,1_S12E01_248_c_3,"took a cheap shot at me on the local news.""",RAJ,BBT,,
1_S12E01_248,1_S12E01_248_c_4,"That's me. Guys, he's talking about me!",RAJ,BBT,,
1_S12E01_248,1_S12E01_248_u,"You know, I cut you a lot of slack cause you come from another country, but you've been here a long time.",HOWARD,BBT,1,EMB
1_S12E01_268,1_S12E01_268_c_0,"(clears throat) ""Dear Dr. Tyson,",RAJ,BBT,,
1_S12E01_268,1_S12E01_268_c_1,"""much like epithelial tissue,",RAJ,BBT,,
1_S12E01_268,1_S12E01_268_c_2,"it appears I've gotten under your skin.""",RAJ,BBT,,
1_S12E01_268,1_S12E01_268_c_3,"iPhone drop,",RAJ,BBT,,
1_S12E01_268,1_S12E01_268_c_4,but I won't 'cause I don't have AppleCare.,RAJ,BBT,,
1_S12E01_268,1_S12E01_268_c_5,(phone chimes) What'd he say?,BERNADETTE,BBT,,
1_S12E01_268,1_S12E01_268_c_6,"""Nice try, genius. The skin is epithelial tissue.""",RAJ,BBT,,
1_S12E01_268,1_S12E01_268_c_7,"Oh, it's on.",RAJ,BBT,,
1_S12E01_268,1_S12E01_268_c_8,"He's Katy, I'm T-Swift. (clears throat)",RAJ,BBT,,
1_S12E01_268,1_S12E01_268_u,What are you gonna do? He's from another country.,HOWARD,BBT,1,ILL
1_S12E01_274,1_S12E01_274_c_0,TOUR GUIDE: And here we have the former hotel where Tesla,-,BBT,,
1_S12E01_274,1_S12E01_274_c_1,perfected the three-phase alternating current motor.,-,BBT,,
1_S12E01_274,1_S12E01_274_c_2,That's wrong. I'm gonna say something.,-,BBT,,
1_S12E01_274,1_S12E01_274_c_3,Don't.,-,BBT,,
1_S12E01_274,1_S12E01_274_c_4,"Well, then how will everyone know I'm the smartest boy here?",-,BBT,,
1_S12E01_274,1_S12E01_274_u,Just let it go.,AMY,BBT,0,NONE
1_S12E01_297,1_S12E01_297_c_0,"Morning, sunshine.",LEONARD,BBT,,
1_S12E01_297,1_S12E01_297_c_1,So I see you're making espresso.,LEONARD,BBT,,
1_S12E01_297,1_S12E01_297_c_2,Yup.,PENNY,BBT,,
1_S12E01_297,1_S12E01_297_c_3,Just need that extra jolt,PENNY,BBT,,
1_S12E01_297,1_S12E01_297_u,for a successful day of ballbusting.,PENNY,BBT,1,EMB
1_S12E01_325,1_S12E01_325_c_0,Your turn.,-,BBT,,
1_S12E01_325,1_S12E01_325_c_1,"Hang on, I'm checking to see if Neil replied",-,BBT,,
1_S12E01_325,1_S12E01_325_c_2,to my latest smackdown.,-,BBT,,
1_S12E01_325,1_S12E01_325_c_3,Really? Don't you think this Twitter feud is a little silly?,-,BBT,,
1_S12E01_325,1_S12E01_325_c_4,Absolutely not.,-,BBT,,
1_S12E01_325,1_S12E01_325_c_5,It's-it's two respected scientists,-,BBT,,
1_S12E01_325,1_S12E01_325_c_6,debating opposing views in a public forum.,-,BBT,,
1_S12E01_325,1_S12E01_325_u,You called him Mike Tyson's little sister.,HOWARD,BBT,0,NONE
1_S12E01_332,1_S12E01_332_c_0,"He said he needs a break, and I'm too much for him.",OTHER,BBT,,
1_S12E01_332,1_S12E01_332_c_1,Oh. I'm sure he didn't mean that.,PENNY,BBT,,
1_S12E01_332,1_S12E01_332_c_2,He said I'm overbearing!,OTHER,BBT,,
1_S12E01_332,1_S12E01_332_u,"Oh, please, you're just the right amount of bearing.",PENNY,BBT,1,PRO
1_S12E01_339,1_S12E01_339_c_0,You really think so?,OTHER,BBT,,
1_S12E01_339,1_S12E01_339_c_1,"Yeah, I do.",PENNY,BBT,,
1_S12E01_339,1_S12E01_339_c_2,"You're a good person, Penny.",OTHER,BBT,,
1_S12E01_339,1_S12E01_339_c_3,I hope we get to spend lots of time together.,OTHER,BBT,,
1_S12E01_339,1_S12E01_339_u,"Me, too.",PENNY,BBT,1,ILL
1_S12E02_006,1_S12E02_006_c_0,"But I think, by the end of the honeymoon,",-,BBT,,
1_S12E02_006,1_S12E02_006_c_1,we really started to feel like a married couple.,-,BBT,,
1_S12E02_006,1_S12E02_006_c_2,"But the good kind, like on TV,",-,BBT,,
1_S12E02_006,1_S12E02_006_c_3,not like my parents. - Yeah.,-,BBT,,
1_S12E02_006,1_S12E02_006_c_4,You're not a real married couple until you can pee,-,BBT,,
1_S12E02_006,1_S12E02_006_c_5,with the door open and she's okay with it.,-,BBT,,
1_S12E02_006,1_S12E02_006_u,"I told you, I'm not okay with it.",BERNADETTE,BBT,0,NONE
1_S12E02_105,1_S12E02_105_c_0,What is wrong with Stuart's face?,HOWARD,BBT,,
1_S12E02_105,1_S12E02_105_c_1,I think he's smiling.,RAJ,BBT,,
1_S12E02_105,1_S12E02_105_c_2,"Oh, my God, are they flirting?",HOWARD,BBT,,
1_S12E02_105,1_S12E02_105_c_3,"Oh, they're way past flirting.",RAJ,BBT,,
1_S12E02_105,1_S12E02_105_c_4,I caught them making out at Sheldon's wedding.,RAJ,BBT,,
1_S12E02_105,1_S12E02_105_u,Are you sure she wasn't trying to breathe life back into him?,HOWARD,BBT,1,PRO
1_S12E02_118,1_S12E02_118_c_0,"See ya, guys.",OTHER,BBT,,
1_S12E02_118,1_S12E02_118_c_1,#NAME?,HOWARD,BBT,,
1_S12E02_118,1_S12E02_118_c_2,"So, what's her deal?",HOWARD,BBT,,
1_S12E02_118,1_S12E02_118_u,Is she into you or does she just hate her parents?,HOWARD,BBT,1,ILL
1_S12E02_204,1_S12E02_204_c_0,"Oh, do tell. Now, paint a picture for me,",SHELDON,BBT,,
1_S12E02_204,1_S12E02_204_c_1,like where you were when you found it,SHELDON,BBT,,
1_S12E02_204,1_S12E02_204_c_2,and what you thought we'd enjoy doing with it.,SHELDON,BBT,,
1_S12E02_204,1_S12E02_204_c_3,Do you not know what it is?,LEONARD,BBT,,
1_S12E02_204,1_S12E02_204_u,Of course he knows what it is. He's the smartest man in the world.,PENNY,BBT,1,ILL
1_S12E02_228,1_S12E02_228_c_0,"Howard, I don't often say this,",SHELDON,BBT,,
1_S12E02_228,1_S12E02_228_c_1,"but, good, you're here. Now,",SHELDON,BBT,,
1_S12E02_228,1_S12E02_228_c_2,do you know,SHELDON,BBT,,
1_S12E02_228,1_S12E02_228_c_3,what Leonard and Penny got us for our wedding gift?,SHELDON,BBT,,
1_S12E02_228,1_S12E02_228_c_4,#NAME?,HOWARD,BBT,,
1_S12E02_228,1_S12E02_228_c_5,Don't answer. I don't want to know.,SHELDON,BBT,,
1_S12E02_228,1_S12E02_228_c_6,I just want to know if you know.,SHELDON,BBT,,
1_S12E02_228,1_S12E02_228_c_7,#NAME?,HOWARD,BBT,,
1_S12E02_228,1_S12E02_228_c_8,". - Okay, great I believe that Amy and I have figured it out.",SHELDON,BBT,,
1_S12E02_228,1_S12E02_228_c_9,Is it a clue to a scavenger hunt that will lead us to the actual present?,SHELDON,BBT,,
1_S12E02_228,1_S12E02_228_u,"If you're asking if you and Amy should spend the next couple days running all over town searching for the next clue, I'm gonna have to say yes.",HOWARD,BBT,1,ILL
1_S12E02_262,1_S12E02_262_c_0,Wow. A scavenger hunt.,OTHER,BBT,,
1_S12E02_262,1_S12E02_262_c_1,That's exciting.,OTHER,BBT,,
1_S12E02_262,1_S12E02_262_c_2,I had a bit of a scavenger hunt myself last night.,OTHER,BBT,,
1_S12E02_262,1_S12E02_262_c_3,I was trying to find the remote.,OTHER,BBT,,
1_S12E02_262,1_S12E02_262_c_4,I looked under one of the cushions.,OTHER,BBT,,
1_S12E02_262,1_S12E02_262_c_5,Wasn't there.,OTHER,BBT,,
1_S12E02_262,1_S12E02_262_c_6,Then I lifted the cushion a little higher.,OTHER,BBT,,
1_S12E02_262,1_S12E02_262_c_7,Bingo.,OTHER,BBT,,
1_S12E02_262,1_S12E02_262_u,Riveting.,AMY,BBT,1,ILL
1_S12E02_274,1_S12E02_274_c_0,"Okay, so it's quartz.",AMY,BBT,,
1_S12E02_274,1_S12E02_274_c_1,That's got to mean something.,AMY,BBT,,
1_S12E02_274,1_S12E02_274_c_2,What do we know about quartz?,AMY,BBT,,
1_S12E02_274,1_S12E02_274_c_3,I'll Google it.,SHELDON,BBT,,
1_S12E02_274,1_S12E02_274_u,"Or you can ask me, the geologist who won the MacArthur Genius Grant.",OTHER,BBT,1,PRO
1_S12E02_358,1_S12E02_358_c_0,Oh.,HOWARD,BBT,,
1_S12E02_358,1_S12E02_358_c_1,Look what Halley drew.,HOWARD,BBT,,
1_S12E02_358,1_S12E02_358_c_2,"Yeah, she made it at daycare.",BERNADETTE,BBT,,
1_S12E02_358,1_S12E02_358_c_3,"It's pretty good, huh?",HOWARD,BBT,,
1_S12E02_358,1_S12E02_358_c_4,Is it?,BERNADETTE,BBT,,
1_S12E02_358,1_S12E02_358_u,Wow. Gentile moms are tough.,HOWARD,BBT,1,PRO
1_S12E02_385,1_S12E02_385_c_0,"Look, it's only a spray tan.",BERNADETTE,BBT,,
1_S12E02_385,1_S12E02_385_c_1,It'll fade in a couple days.,BERNADETTE,BBT,,
1_S12E02_385,1_S12E02_385_c_2,Why don't you cancel the date and reschedule?,BERNADETTE,BBT,,
1_S12E02_385,1_S12E02_385_c_3,"Oh, but I was really looking forward to tonight.",STUART,BBT,,
1_S12E02_385,1_S12E02_385_c_4,You know what? Then go. Tell her what happened. - Maybe she'll be flattered.,BERNADETTE,BBT,,
1_S12E02_385,1_S12E02_385_u," And if not, swing by the chocolate factory and see if they're hiring.",HOWARD,BBT,1,ILL
1_S12E02_433,1_S12E02_433_c_0,So we put a little picture of me,-,BBT,,
1_S12E02_433,1_S12E02_433_c_1,and a little picture of Sheldon in it.,-,BBT,,
1_S12E02_433,1_S12E02_433_c_2,In-in the locket?,-,BBT,,
1_S12E02_433,1_S12E02_433_c_3,Yes.,-,BBT,,
1_S12E02_433,1_S12E02_433_c_4,That was in a lost and found box?,-,BBT,,
1_S12E02_433,1_S12E02_433_c_5,Exactly.,-,BBT,,
1_S12E02_433,1_S12E02_433_c_6,Where we hid it?,-,BBT,,
1_S12E02_433,1_S12E02_433_c_7,"So really, you gave us three amazing gifts.",-,BBT,,
1_S12E02_433,1_S12E02_433_c_8,"You gave the locket, the adventure",-,BBT,,
1_S12E02_433,1_S12E02_433_c_9,and the realization that Amy and I can do anything,-,BBT,,
1_S12E02_433,1_S12E02_433_c_10,as long as we work together.,-,BBT,,
1_S12E02_433,1_S12E02_433_u,#NAME?,AMY,BBT,0,NONE
1_S12E02_443,1_S12E02_443_c_0,Are those words?,-,BBT,,
1_S12E02_443,1_S12E02_443_c_1,No.,-,BBT,,
1_S12E02_443,1_S12E02_443_c_2,It's a secret code that you two get to figure out together.,-,BBT,,
1_S12E02_443,1_S12E02_443_c_3,"Hint: it's based on Sanskrit,",-,BBT,,
